Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
12686.0,6,1,89.14,4,1,1,411,Potentiel
12687.0,115,2,2138.91,2,2,4,224,Autres
12691.0,55,1,134.6,2,1,1,211,Autres
12692.0,272,1,110.95,1,1,1,111,Endormis
12693.0,31,5,884.76,3,3,3,333,Autres
12694.0,50,2,977.5799999999999,3,2,3,323,Autres
12695.0,163,3,825.02,1,2,3,123,Endormis
12696.0,69,3,902.67,2,2,3,223,Autres
12698.0,225,1,339.75,1,1,2,112,Endormis
12699.0,52,1,638.11,2,1,2,212,Autres
12701.0,164,4,1648.7,1,3,3,133,Perdus
12703.0,268,5,828.48,1,3,3,133,Perdus
12705.0,9,8,5047.86,4,4,4,444,Champions
12706.0,317,1,91.89,1,1,1,111,Endormis
12708.0,3,15,2700.54,4,4,4,444,Champions
12709.0,1,30,21446.25,4,4,4,444,Champions
12711.0,246,2,1339.05,1,2,3,123,Endormis
12712.0,0,14,2857.03,4,4,4,444,Champions
12714.0,23,7,9384.85,3,4,4,344,Loyaux
12717.0,225,1,277.93,1,1,1,111,Endormis
12720.0,4,13,2623.2799999999997,4,4,4,444,Champions
12721.0,0,4,1436.2,4,3,3,433,Autres
12724.0,18,3,1286.11,3,2,3,323,Autres
12725.0,6,4,2266.76,4,3,4,434,Autres
12726.0,22,4,1405.5,3,3,3,333,Autres
12727.0,77,3,1698.8300000000002,2,2,3,223,Autres
12728.0,18,1,233.84,3,1,1,311,Autres
12730.0,156,1,829.25,1,1,3,113,Endormis
12731.0,77,5,6879.8,2,3,4,234,Autres
12733.0,24,5,2138.97,3,3,4,334,Autres
12734.0,9,2,529.25,4,2,2,422,Potentiel
12737.0,133,2,3710.5,2,2,4,224,Autres
12738.0,7,1,155.35,4,1,1,411,Potentiel
12739.0,20,2,1713.69,3,2,3,323,Autres
12741.0,164,2,406.07,1,2,2,122,Endormis
12742.0,234,2,1218.02,1,2,3,123,Endormis
12744.0,94,4,4037.77,2,3,4,234,Autres
12745.0,121,3,925.41,2,2,3,223,Autres
12746.0,162,3,278.25,1,2,1,121,Endormis
12747.0,4,22,5172.98,4,4,4,444,Champions
12748.0,0,159,24424.53,4,4,4,444,Champions
12749.0,20,8,3152.67,3,4,4,344,Loyaux
12751.0,79,1,268.27,2,1,1,211,Autres
12755.0,0,19,6234.2699999999995,4,4,4,444,Champions
12758.0,94,6,7235.89,2,3,4,234,Autres
12759.0,21,5,3489.3,3,3,4,334,Autres
12760.0,90,1,347.8,2,1,2,212,Autres
12761.0,92,2,782.95,2,2,3,223,Autres
12763.0,4,1,320.08,4,1,2,412,Potentiel
12765.0,107,6,1404.58,2,3,3,233,Autres
12766.0,1,5,3120.5,4,3,4,434,Autres
12767.0,10,1,949.82,4,1,3,413,Potentiel
12768.0,66,2,337.38000000000005,2,2,2,222,Autres
12770.0,34,6,2165.5,3,3,4,334,Autres
12771.0,99,2,302.1,2,2,1,221,Autres
12773.0,199,2,248.5,1,2,1,121,Endormis
12774.0,170,1,98.7,1,1,1,111,Endormis
12775.0,23,2,300.08,3,2,1,321,Autres
12776.0,302,1,55.5,1,1,1,111,Endormis
12777.0,92,1,519.45,2,1,2,212,Autres
12778.0,31,3,953.45,3,2,3,323,Autres
12779.0,6,10,2943.7599999999998,4,4,4,444,Champions
12780.0,233,1,337.4,1,1,2,112,Endormis
12782.0,9,8,2321.92,4,4,4,444,Champions
12784.0,164,1,1230.33,1,1,3,113,Endormis
12785.0,170,3,803.3,1,2,3,123,Endormis
12786.0,244,1,728.5,1,1,3,113,Endormis
12787.0,48,2,401.52,3,2,2,322,Autres
12788.0,98,4,444.9,2,3,2,232,Autres
12789.0,147,2,181.5,1,2,1,121,Endormis
12790.0,42,2,295.33,3,2,1,321,Autres
12791.0,8,8,1141.87,4,4,3,443,Champions
12792.0,169,2,439.6,1,2,2,122,Endormis
12793.0,6,2,471.85,4,2,2,422,Potentiel
12796.0,263,1,381.0,1,1,2,112,Endormis
12797.0,0,4,572.88,4,3,2,432,Autres
12798.0,56,1,1533.8899999999999,2,1,3,213,Autres
12799.0,164,1,219.35,1,1,1,111,Endormis
12800.0,105,3,584.25,2,2,2,222,Autres
12801.0,112,2,1111.77,2,2,3,223,Autres
12802.0,77,7,2039.84,2,4,4,244,Loyaux
12803.0,28,1,1092.81,3,1,3,313,Autres
12804.0,100,2,325.37,2,2,2,222,Autres
12805.0,16,4,1434.95,4,3,3,433,Autres
12806.0,70,4,2878.96,2,3,4,234,Autres
12807.0,17,3,390.75,3,2,2,322,Autres
12808.0,3,3,422.45,4,2,2,422,Potentiel
12809.0,188,6,1312.28,1,3,3,133,Perdus
12810.0,169,2,534.99,1,2,2,122,Endormis
12811.0,13,2,519.05,4,2,2,422,Potentiel
12813.0,136,3,1687.8,2,2,3,223,Autres
12817.0,34,2,524.94,3,2,2,322,Autres
12819.0,93,1,540.52,2,1,2,212,Autres
12820.0,32,9,1788.76,3,4,4,344,Loyaux
12821.0,246,1,128.07999999999998,1,1,1,111,Endormis
12823.0,29,13,4742.0,3,4,4,344,Loyaux
12825.0,156,2,518.63,1,2,2,122,Endormis
12826.0,0,8,1501.49,4,4,3,443,Champions
12829.0,185,1,92.30000000000001,1,1,1,111,Endormis
12831.0,98,2,236.06,2,2,1,221,Autres
12835.0,53,49,6021.47,2,4,4,244,Loyaux
12836.0,24,13,3988.52,3,4,4,344,Loyaux
12837.0,204,1,528.5600000000001,1,1,2,112,Endormis
12838.0,8,11,2717.2,4,4,4,444,Champions
12839.0,2,16,4616.41,4,4,4,444,Champions
12840.0,72,5,1330.8,2,3,3,233,Autres
12841.0,4,18,3476.86,4,4,4,444,Champions
12842.0,39,2,799.0,3,2,3,323,Autres
12843.0,17,25,5102.4,3,4,4,344,Loyaux
12844.0,77,2,322.64,2,2,2,222,Autres
12846.0,317,1,15.58,1,1,1,111,Endormis
12847.0,22,1,765.36,3,1,3,313,Autres
12848.0,310,1,208.0,1,1,1,111,Endormis
12849.0,16,4,2032.18,4,3,4,434,Autres
12850.0,80,1,330.0,2,1,2,212,Autres
12851.0,112,1,148.95,2,1,1,211,Autres
12853.0,56,7,2054.0,2,4,4,244,Loyaux
12854.0,196,6,1691.02,1,3,3,133,Perdus
12855.0,7,4,612.84,4,3,2,432,Autres
12857.0,71,5,2585.35,2,3,4,234,Autres
12858.0,18,2,173.46,3,2,1,321,Autres
12859.0,93,1,575.1,2,1,2,212,Autres
12860.0,328,1,54.22,1,1,1,111,Endormis
12861.0,254,1,68.25,1,1,1,111,Endormis
12862.0,60,2,984.62,2,2,3,223,Autres
12863.0,14,5,2271.35,4,3,4,434,Autres
12864.0,143,1,152.45,1,1,1,111,Endormis
12865.0,13,2,1755.24,4,2,4,424,Potentiel
12866.0,109,2,668.23,2,2,2,222,Autres
12867.0,32,6,3819.92,3,3,4,334,Autres
12868.0,8,3,640.0,4,2,2,422,Potentiel
12869.0,316,1,337.66999999999996,1,1,2,112,Endormis
12870.0,1,4,1691.8500000000001,4,3,3,433,Autres
12871.0,74,1,363.38,2,1,2,212,Autres
12872.0,0,12,3069.67,4,4,4,444,Champions
12873.0,32,2,1653.3,3,2,3,323,Autres
12874.0,20,3,963.42,3,2,3,323,Autres
12875.0,106,3,1013.76,2,2,3,223,Autres
12876.0,29,3,1876.97,3,2,4,324,Autres
12877.0,36,8,1406.3700000000001,3,4,3,343,Loyaux
12880.0,16,2,640.13,4,2,2,422,Potentiel
12887.0,18,1,222.4,3,1,1,311,Autres
12889.0,16,6,405.26,4,3,2,432,Autres
12890.0,22,1,329.3,3,1,2,312,Autres
12891.0,93,9,530.5,2,4,2,242,Loyaux
12892.0,31,1,263.38,3,1,1,311,Autres
12894.0,210,1,157.35,1,1,1,111,Endormis
12896.0,365,1,29.75,1,1,1,111,Endormis
12897.0,16,2,297.75,4,2,1,421,Potentiel
12898.0,98,2,296.21000000000004,2,2,1,221,Autres
12899.0,48,1,366.4,3,1,2,312,Autres
12900.0,57,1,340.33,2,1,2,212,Autres
12903.0,63,1,833.53,2,1,3,213,Autres
12905.0,211,3,1025.02,1,2,3,123,Endormis
12907.0,30,3,577.46,3,2,2,322,Autres
12908.0,15,3,1026.0,4,2,3,423,Potentiel
12909.0,57,5,943.1,2,3,3,233,Autres
12910.0,14,6,2770.98,4,3,4,434,Autres
12911.0,186,1,1651.72,1,1,3,113,Endormis
12913.0,3,9,4217.2300000000005,4,4,4,444,Champions
12914.0,35,1,223.98,3,1,1,311,Autres
12915.0,7,7,901.0,4,4,3,443,Champions
12916.0,77,3,1534.78,2,2,3,223,Autres
12917.0,35,7,3794.9,3,4,4,344,Loyaux
12918.0,261,3,32860.5,1,2,4,124,Endormis
12920.0,206,3,323.86,1,2,2,122,Endormis
12921.0,1,55,20418.19,4,4,4,444,Champions
12923.0,25,2,597.6,3,2,2,322,Autres
12924.0,27,9,1578.2,3,4,3,343,Loyaux
12925.0,227,1,35.28,1,1,1,111,Endormis
12926.0,46,4,1523.97,3,3,3,333,Autres
12927.0,29,1,197.31,3,1,1,311,Autres
12928.0,13,7,2242.19,4,4,4,444,Champions
12931.0,15,51,62745.9,4,4,4,444,Champions
12932.0,174,8,1698.56,1,4,3,143,À risque
12933.0,15,7,1087.6,4,4,3,443,Champions
12934.0,371,1,181.65,1,1,1,111,Endormis
12935.0,9,11,2140.76,4,4,4,444,Champions
12937.0,98,5,1593.34,2,3,3,233,Autres
12939.0,14,12,13683.0,4,4,4,444,Champions
12941.0,359,1,377.49,1,1,2,112,Endormis
12942.0,0,1,258.75,4,1,1,411,Potentiel
12943.0,28,3,500.25,3,2,2,322,Autres
12945.0,291,1,437.16,1,1,2,112,Endormis
12946.0,71,1,324.45,2,1,2,212,Autres
12947.0,8,1,304.04,4,1,1,411,Potentiel
12948.0,365,2,252.48000000000002,1,2,1,121,Endormis
12949.0,17,18,11470.98,3,4,4,344,Loyaux
12951.0,9,12,2176.9500000000003,4,4,4,444,Champions
12953.0,157,1,498.96000000000004,1,1,2,112,Endormis
12954.0,273,1,162.45,1,1,1,111,Endormis
12956.0,319,3,413.82,1,2,2,122,Endormis
12957.0,176,9,4729.4800000000005,1,4,4,144,À risque
12958.0,35,2,467.34,3,2,2,322,Autres
12959.0,119,2,168.54999999999998,2,2,1,221,Autres
12960.0,48,4,1322.07,3,3,3,333,Autres
12961.0,14,1,211.99,4,1,1,411,Potentiel
12963.0,0,6,1818.16,4,3,4,434,Autres
12964.0,72,1,132.24,2,1,1,211,Autres
12967.0,6,2,2646.02,4,2,4,424,Potentiel
12969.0,237,1,122.45,1,1,1,111,Endormis
12970.0,15,6,1048.13,4,3,3,433,Autres
12971.0,1,34,5013.280000000001,4,4,4,444,Champions
12972.0,48,6,1206.45,3,3,3,333,Autres
12973.0,48,1,385.55,3,1,2,312,Autres
12974.0,200,1,264.15,1,1,1,111,Endormis
12975.0,65,8,2206.19,2,4,4,244,Loyaux
12976.0,13,7,2417.7799999999997,4,4,4,444,Champions
12977.0,136,3,474.64,2,2,2,222,Autres
12978.0,20,6,2509.57,3,3,4,334,Autres
12979.0,364,2,555.86,1,2,2,122,Endormis
12980.0,14,14,8924.43,4,4,4,444,Champions
12982.0,23,15,2523.62,3,4,4,344,Loyaux
12983.0,233,1,490.08000000000004,1,1,2,112,Endormis
12986.0,37,12,3461.34,3,4,4,344,Loyaux
12987.0,55,3,753.51,2,2,3,223,Autres
12989.0,59,20,7262.99,2,4,4,244,Loyaux
12990.0,52,4,546.0,2,3,2,232,Autres
12991.0,24,1,261.06,3,1,1,311,Autres
12992.0,360,1,93.35000000000001,1,1,1,111,Endormis
12993.0,58,6,913.24,2,3,3,233,Autres
12996.0,10,1,355.5,4,1,2,412,Potentiel
12997.0,23,9,900.87,3,4,3,343,Loyaux
12998.0,127,4,942.78,2,3,3,233,Autres
13000.0,205,2,565.15,1,2,2,122,Endormis
13001.0,39,22,14271.83,3,4,4,344,Loyaux
13002.0,51,2,293.18,3,2,1,321,Autres
13004.0,21,24,6459.32,3,4,4,344,Loyaux
13005.0,62,3,505.88,2,2,2,222,Autres
13007.0,214,1,175.25,1,1,1,111,Endormis
13008.0,32,5,400.51,3,3,2,332,Autres
13009.0,307,1,234.0,1,1,1,111,Endormis
13010.0,9,2,330.12,4,2,2,422,Potentiel
13011.0,7,1,50.550000000000004,4,1,1,411,Potentiel
13012.0,64,4,1342.42,2,3,3,233,Autres
13013.0,6,18,7814.83,4,4,4,444,Champions
13014.0,62,2,1974.2,2,2,4,224,Autres
13015.0,63,9,3360.84,2,4,4,244,Loyaux
13018.0,36,8,2500.86,3,4,4,344,Loyaux
13019.0,14,8,1246.95,4,4,3,443,Champions
13020.0,183,5,630.96,1,3,2,132,Perdus
13021.0,0,13,2339.7400000000002,4,4,4,444,Champions
13022.0,64,1,65.3,2,1,1,211,Autres
13023.0,163,1,759.13,1,1,3,113,Endormis
13024.0,99,3,576.32,2,2,2,222,Autres
13025.0,366,1,323.39,1,1,2,112,Endormis
13026.0,123,5,761.47,2,3,3,233,Autres
13027.0,20,17,10514.4,3,4,4,344,Loyaux
13029.0,9,2,679.8,4,2,2,422,Potentiel
13030.0,3,1,402.36,4,1,2,412,Potentiel
13031.0,42,5,3292.84,3,3,4,334,Autres
13032.0,27,8,1818.08,3,4,4,344,Loyaux
13033.0,64,1,30.0,2,1,1,211,Autres
13034.0,4,2,279.91,4,2,1,421,Potentiel
13035.0,66,1,442.32,2,1,2,212,Autres
13036.0,319,1,307.1,1,1,1,111,Endormis
13037.0,34,13,3106.28,3,4,4,344,Loyaux
13039.0,219,4,1010.73,1,3,3,133,Perdus
13041.0,85,4,799.13,2,3,3,233,Autres
13042.0,219,4,1522.34,1,3,3,133,Perdus
13044.0,127,12,4317.28,2,4,4,244,Loyaux
13045.0,36,2,503.64,3,2,2,322,Autres
13046.0,91,1,319.94,2,1,2,212,Autres
13047.0,8,27,5727.62,4,4,4,444,Champions
13048.0,71,8,2248.77,2,4,4,244,Loyaux
13049.0,24,3,775.6600000000001,3,2,3,323,Autres
13050.0,1,30,6847.51,4,4,4,444,Champions
13051.0,213,2,155.8,1,2,1,121,Endormis
13052.0,55,6,2771.18,2,3,4,234,Autres
13053.0,256,1,127.65,1,1,1,111,Endormis
13054.0,317,1,14.0,1,1,1,111,Endormis
13055.0,44,2,1122.85,3,2,3,323,Autres
13056.0,186,1,209.48,1,1,1,111,Endormis
13057.0,165,4,890.94,1,3,3,133,Perdus
13059.0,48,11,2138.92,3,4,4,344,Loyaux
13063.0,115,1,188.4,2,1,1,211,Autres
13064.0,185,2,561.25,1,2,2,122,Endormis
13065.0,8,6,1060.0,4,3,3,433,Autres
13067.0,44,2,393.05,3,2,2,322,Autres
13069.0,4,17,5402.87,4,4,4,444,Champions
13070.0,94,4,530.7,2,3,2,232,Autres
13071.0,247,1,129.22,1,1,1,111,Endormis
13073.0,46,2,418.08,3,2,2,322,Autres
13074.0,146,5,1394.64,1,3,3,133,Perdus
13076.0,92,1,135.4,2,1,1,211,Autres
13077.0,1,11,2350.85,4,4,4,444,Champions
13078.0,1,53,17357.47,4,4,4,444,Champions
13079.0,52,1,199.08,2,1,1,211,Autres
13080.0,36,4,242.55,3,3,1,331,Autres
13081.0,6,25,31371.87,4,4,4,444,Champions
13082.0,59,15,3770.8,2,4,4,244,Loyaux
13083.0,60,1,91.67999999999999,2,1,1,211,Autres
13084.0,122,2,128.35,2,2,1,221,Autres
13085.0,55,7,2847.32,2,4,4,244,Loyaux
13086.0,17,1,439.33000000000004,3,1,2,312,Autres
13087.0,361,1,313.64,1,1,2,112,Endormis
13088.0,52,1,236.11,2,1,1,211,Autres
13089.0,3,132,59969.17,4,4,4,444,Champions
13090.0,0,15,5299.7,4,4,4,444,Champions
13091.0,364,4,4402.04,1,3,4,134,Perdus
13092.0,49,9,1777.4,3,4,4,344,Loyaux
13093.0,8,76,47890.1,4,4,4,444,Champions
13094.0,3,2,505.8,4,2,2,422,Potentiel
13096.0,29,1,419.70000000000005,3,1,2,312,Autres
13097.0,23,26,7731.27,3,4,4,344,Loyaux
13100.0,259,1,1598.67,1,1,3,113,Endormis
13101.0,133,3,594.21,2,2,2,222,Autres
13102.0,0,16,5441.83,4,4,4,444,Champions
13103.0,72,2,465.70000000000005,2,2,2,222,Autres
13104.0,50,3,610.62,3,2,2,322,Autres
13105.0,71,1,72.0,2,1,1,211,Autres
13106.0,48,1,526.96,3,1,2,312,Autres
